A,1999-11-18,45.5,50.0,40.0,44.0,44739900.0,0.0,1.0,31.041951216877,34.112034304261,27.289627443409,30.018590187749,44739900.0
A,1999-11-19,42.94,43.0,39.81,40.38,10897100.0,0.0,1.0,29.295415060499,29.336349501664,27.160001713052,27.548878904121,10897100.0
A,1999-11-22,41.31,44.0,40.06,44.0,4705200.0,0.0,1.0,28.18336274218,30.018590187749,27.330561884574,30.018590187749,4705200.0
AAL,2009-09-15,4.15,4.45,4.15,4.4,38500536.0,0.0,1.0,10.783119737374,11.562622368991,10.783119737374,11.432705263722,14360699.928
AAL,2009-09-16,4.51,4.66,4.36,4.38,39201072.0,0.0,1.0,11.718522895315,12.108274211123,11.328771579506,11.380738421614,14621999.856
AAL,2009-09-17,4.7,5.35,4.63,5.13,113710724.0,0.0,1.0,12.212207895339,13.901130263843,12.030323947962,13.329495000657,42414100.052
AAL,2009-09-18,5.12,5.15,4.76,4.98,37262735.0,0.0,1.0,13.303511579603,13.381461842765,12.368108421663,12.939743684849,13899000.155
